review_id,review_text,sentiment_label,sentiment_score,identified_theme
505,Very important,POSITIVE,0.9997726082801819,General User Feedback
506,this is a stupid app I have ever seen. what a bad experience I can't even logged in. 😕,NEGATIVE,0.9997658133506775,General User Feedback
507,this apps very simple for use,POSITIVE,0.972378134727478,General User Feedback
508,good experience,POSITIVE,0.9998599290847778,General User Feedback
509,the receipt update interface is so annoying specially when you try to put pin number it need fixing,NEGATIVE,0.9996578693389893,UI & Design Feedback
510,very intersting,POSITIVE,0.9702870845794678,General User Feedback
511,it is good App,POSITIVE,0.9998652935028076,General User Feedback
512,normal,POSITIVE,0.9916048049926758,General User Feedback
513,finw,NEGATIVE,0.8973365426063538,General User Feedback
514,I cannot use this app right now. I don't now why the reason is.,NEGATIVE,0.998526930809021,General User Feedback
515,easy and fast thank you for your support,POSITIVE,0.9998618364334106,General User Feedback
516,Iam very satisfied with this application,POSITIVE,0.9971948862075806,General User Feedback
517,most probably good.,POSITIVE,0.9998307228088379,General User Feedback
518,💯,NEGATIVE,0.697056770324707,General User Feedback
519,Wonderful,POSITIVE,0.9998772144317627,General User Feedback
520,i think easy and good new modification,POSITIVE,0.9987266659736633,General User Feedback
521,best ever,POSITIVE,0.999841570854187,General User Feedback
522,what is wrong with this app it's ask me update every time i used it update update ... how it's work like ths,NEGATIVE,0.9996209144592285,UI & Design Feedback
523,Tele birr is much better,POSITIVE,0.5411388874053955,General User Feedback
524,good but the new keyboard experience is something lacking,NEGATIVE,0.9952968955039978,General User Feedback
525,"Hello guys. The frequently updating is very essential for mobile banking. But please learn many experiences from Dashen Mobile Banking Supper app how much safe, efficient and user friendly and convenient it is. please just make similar super app.",POSITIVE,0.9329557418823242,General User Feedback
526,mobail baking appii,NEGATIVE,0.9447162747383118,General User Feedback
527,I am very happy and glad to have mobile banking...,POSITIVE,0.9997367262840271,General User Feedback
528,በጣም የምወደው አይ ነው አሁን አፕዴት አአርጌው እየሰራ አይደለም,NEGATIVE,0.932232677936554,General User Feedback
529,not comparable with this device,NEGATIVE,0.999672532081604,General User Feedback
530,good quality,POSITIVE,0.9998551607131958,General User Feedback
531,the best app I have ever seen,POSITIVE,0.9997960925102234,General User Feedback
532,the application is not working,NEGATIVE,0.9997950196266174,General User Feedback
533,"this is the worst update, what have you done with the resolution haven't you tested it or what",NEGATIVE,0.999775230884552,UI & Design Feedback
534,how to open,POSITIVE,0.9998109936714172,App Stability & Speed
535,I very much thanks again and again.,POSITIVE,0.9998399019241333,General User Feedback
536,እየሰራ አይደለም,NEGATIVE,0.7850593328475952,General User Feedback
537,Nice app,POSITIVE,0.9998061060905457,General User Feedback
538,"Great application for me,So I would like to rate with 3 star.B/c it doesn't work since this week. So would you fix the issues.",NEGATIVE,0.9909722805023193,General User Feedback
539,🥰🥰🥰🥰🥰,NEGATIVE,0.697056770324707,General User Feedback
540,Ok thanks .,POSITIVE,0.9998301267623901,General User Feedback
541,the feature is not desplay fully on screen,NEGATIVE,0.999784529209137,Feature Requests
542,since it's updated it's not working.,NEGATIVE,0.9997860789299011,UI & Design Feedback
543,it is terrible. the new update shows your pin,NEGATIVE,0.9995763897895813,UI & Design Feedback
544,it is good,POSITIVE,0.9998494386672974,General User Feedback
545,it was good but now the new app not compatable to my device how can i fix,NEGATIVE,0.9982821941375732,General User Feedback
546,it is not working properly in my phone,NEGATIVE,0.9997958540916443,General User Feedback
547,"The previous version of the CBE application was relatively better. Recently, I was prompted to take some time to update it, and I did. However, since then, it hasn't worked, even when logging in to the app. My attempts to contact customer service were unsuccessful. What shame on the developer and the IT section of CBE.",NEGATIVE,0.9995660185813904,UI & Design Feedback
548,what an app !!!!,POSITIVE,0.9930398464202881,General User Feedback
549,the update is killing me what's with the pin numbers?,NEGATIVE,0.9997527003288269,UI & Design Feedback
550,it is not fhain,POSITIVE,0.9071768522262573,General User Feedback
551,It is Best but I need compatible application for this device,NEGATIVE,0.9158751964569092,General User Feedback
552,cbe godd,POSITIVE,0.9877446293830872,General User Feedback
553,the new Update is so weak display.,NEGATIVE,0.9998051524162292,UI & Design Feedback
554,Cool,POSITIVE,0.9998509883880615,General User Feedback
555,please improve the keyboard in the app it not responding,NEGATIVE,0.998995840549469,General User Feedback
556,Thank you for the service,POSITIVE,0.9998252987861633,General User Feedback
557,best 👌,POSITIVE,0.9997019171714783,General User Feedback
558,not functional why in a digital centure useless app too shame...,NEGATIVE,0.9997385144233704,General User Feedback
559,"not good after recent update. the keybord layout does not display all numerical symbols. for this reason, I can't use the app.",NEGATIVE,0.9996249675750732,UI & Design Feedback
560,The password is difficult to use,NEGATIVE,0.9993305206298828,Account Access Issues
561,"what does it mean, after you change your phone you must go to cbe branch and deal with those stupid employees. make an easy way of using it the way you are by linking with SIM",NEGATIVE,0.9986483454704285,General User Feedback
562,Please revert the password inputs. It's the worst design ever!,NEGATIVE,0.9998087286949158,Account Access Issues
563,its nice,POSITIVE,0.999854326248169,General User Feedback
564,not compatible with android 8.1,NEGATIVE,0.999774158000946,General User Feedback
565,After your cureent update the app didn't support my device Samsung S7.,NEGATIVE,0.999416708946228,UI & Design Feedback
566,comfortable app,POSITIVE,0.9998196959495544,General User Feedback
567,It would have been easier if we see all the transactions recorded per day. Why is it not clear every month transacties ctions,NEGATIVE,0.9995842576026917,Transaction Performance
568,"your new update doesn't work for me, it says ""your device isn't compatible with this version."" you have to fix this problem.",NEGATIVE,0.9997723698616028,UI & Design Feedback
569,it's nice app but if it was work by free airtime like telebirr it wold be awesome,NEGATIVE,0.9909522533416748,General User Feedback
570,The way the numbers are arranged to enter the PIN in the new update is unprofessional. Please revert to the previous layout.,NEGATIVE,0.9986763596534729,UI & Design Feedback
571,best application that makes life easy,POSITIVE,0.999735414981842,General User Feedback
572,It's a useless App. It couldn't synchronise and laggy app.,NEGATIVE,0.9998190999031067,General User Feedback
573,ii like it,POSITIVE,0.999215841293335,General User Feedback
574,why app isn't sync,NEGATIVE,0.9982916712760925,General User Feedback
575,"I used this app many times, it work well but when I updated it;it is stopped working. what is the reason? what I should do?",NEGATIVE,0.9991143345832825,UI & Design Feedback
576,it says it's not compatible with my phone,NEGATIVE,0.9997962117195129,General User Feedback
577,app abdet,NEGATIVE,0.6538842916488647,General User Feedback
578,best and secure,POSITIVE,0.9998608827590942,General User Feedback
579,the new keyboard is the most worst in the app,NEGATIVE,0.9998015761375427,General User Feedback
580,"i use this app for long time,but now ,it says this app is no compatible with this device! what shall i do?",NEGATIVE,0.9997912049293518,General User Feedback
581,"The new built in keyboard starts with 0 ???? not professional, please fix it and make it same as the one that appears when we login.",NEGATIVE,0.9987068176269531,Account Access Issues
582,the beast and safe way ##!,POSITIVE,0.9992009997367859,General User Feedback
583,It's very nice app,POSITIVE,0.9998631477355957,General User Feedback
584,update is wrong this application,NEGATIVE,0.9996858835220337,UI & Design Feedback
585,"The new keyboard is garbage, return the old one",NEGATIVE,0.9997511506080627,General User Feedback
586,"The recent update wouldn't let me log in to my mobile bank. The cbe pin keyboard won't drop down for me to submit the pin, it is an atrocious design.",POSITIVE,0.7279709577560425,UI & Design Feedback
587,good wey,POSITIVE,0.9998520612716675,General User Feedback
588,A plus,POSITIVE,0.9996844530105591,General User Feedback
589,a lot of mess when i update,NEGATIVE,0.9997926354408264,UI & Design Feedback
590,there is no any possibilty on this app even to Look your account Details or to send money to familie? what is going on?,NEGATIVE,0.9996283054351807,Transaction Performance
591,whenever I have tried to update the app. I recived a message saying the the App is not compatable with the phone. so what will be the solution amd how could I use the mobile banking system,NEGATIVE,0.9996246099472046,UI & Design Feedback
592,It is a good app. Had no problem with it. I do not understand why there is a need to upgrade it since updated this same month.,POSITIVE,0.9885699152946472,UI & Design Feedback
593,በጣም ምርጥ አፕልኬሽን ነው ሆኖም ግን ከcbe ወደ ቴሌብርና ወደሌላ ባንክ የሚወስደው ብር መስተካከል አለበት,NEGATIVE,0.9558283686637878,General User Feedback
594,"very easy, helpful and safe for everyday life but it only supports transfer to own wallet doesn't include transfer to others wallet specially telebirr",NEGATIVE,0.8022646903991699,Transaction Performance
595,The recent update UI makes it hard to input passcode in the number pad when authorizing payment. The current implemented keypad is different from the normal accepted keypad number layout. This is fighting with the muscle memory we have to simply input the numbers in the layout we normally know. I hope you fix it soon,NEGATIVE,0.9974127411842346,Account Access Issues
596,it was good. but now it was bad,NEGATIVE,0.99603670835495,General User Feedback
597,The new update is absolutely disgusting. Why change a perfectly fine UI? Why on earth did you make the orientation of the pin input so that 0 comes before 1?,NEGATIVE,0.9992712140083313,UI & Design Feedback
598,ኧረ አልሰራልኝም,NEGATIVE,0.7850593328475952,General User Feedback
599,i think become nice,POSITIVE,0.9996598958969116,General User Feedback
600,CBE is the best one in Ethiopian mobile baknking app . i'm happy with CBE thank you 100% .,POSITIVE,0.9998233914375305,General User Feedback
601,so simple and fast we thank you CBE,POSITIVE,0.9998714923858643,General User Feedback
602,"it is good but some future like Standing order must be performed well, unless update without additional future is meaningless",NEGATIVE,0.7615470290184021,UI & Design Feedback
603,"very poor app, please make it better. this should be national pride not embarrassment",NEGATIVE,0.9980782270431519,General User Feedback
604,wow really amazing app,POSITIVE,0.9998526573181152,General User Feedback
605,brings nw pin writing slide and says wrong password what is the problem,NEGATIVE,0.9980613589286804,Account Access Issues
606,it is nice app. but don't ask update evry time when I want to use it.,POSITIVE,0.9762647747993469,UI & Design Feedback
607,The number button on the new update is not convenient.,NEGATIVE,0.9997982382774353,UI & Design Feedback
608,"been using for long, one of the EASIEST",POSITIVE,0.9904140830039978,General User Feedback
609,long time with c'b'r I am very happy,POSITIVE,0.9998817443847656,General User Feedback
610,Thanks For Good Reliablity,POSITIVE,0.9998390674591064,General User Feedback
611,the best and trustble bank in the world,POSITIVE,0.9998366832733154,General User Feedback
612,"Good app but activation is frustrating The app is useful and secure, but having to go to the bank every time I change my phone or reinstall the app is very inconvenient. Activation should be possible online with OTP or ID verification. This process really needs improvement.",NEGATIVE,0.9986119270324707,Account Access Issues
613,በቴሌ ብር እዳ አካውንት ማንቀሳቀስ አለመቻሉ ጥሩ ሆኖ ግን ቢያንስ ገንዘባችን ባንካችን ጋ በመሆኑ ወደ ግል የቴሌብር ዋሌታችን ብር መላክ እንዲቻል ብታደርጉት መልካም ነው እንዲሁም እዳ የሌለብን መሆኑን በአፋጣኝ ሪፖርት በመቀበል አካውንቱ በፍጥነት እንዲከፈትልን ቢደረግ ጥሩ ነው አመሰግናለሁ,NEGATIVE,0.9642308950424194,General User Feedback
614,very good experience,POSITIVE,0.9998730421066284,General User Feedback
615,Key board is too large,NEGATIVE,0.9993306398391724,General User Feedback
616,Unnecessary and time taking processing,NEGATIVE,0.9997959733009338,General User Feedback
617,why did it stop working after the latest update?,NEGATIVE,0.9997490048408508,UI & Design Feedback
618,It still needs more and more steps ahead to compare with Dashen Bank Mobile app. It is a super app capable of whatever activity you gonna perform. CBE mobile banking still is on beta version. Dashen super app gives a room for verification if Fayda Id. Please learn from them.,NEGATIVE,0.980193555355072,General User Feedback
619,ኮከብነሸ,NEGATIVE,0.697056770324707,General User Feedback
620,hard to enter pin!,NEGATIVE,0.9983787536621094,General User Feedback
621,the new update is not good please change back to previous one,NEGATIVE,0.9996966123580933,UI & Design Feedback
622,special app,POSITIVE,0.9957538843154907,General User Feedback
623,after update i can't make tranfer cos of pin type keypad system,NEGATIVE,0.983974277973175,UI & Design Feedback
624,amazing 😍,POSITIVE,0.9998632669448853,General User Feedback
625,perfect,POSITIVE,0.9998517036437988,General User Feedback
626,the app is public scam app the fee. even though the interface looks like a childish interface that don't macth with this generation. if my grandfather saw this he would choose nokia's interface.100% for sure,NEGATIVE,0.9949800372123718,UI & Design Feedback
627,leboch birachinn zmblachu atukrotu,NEGATIVE,0.993184506893158,General User Feedback
628,በጣም ምርጥ,NEGATIVE,0.7850593328475952,General User Feedback
629,Unable to work,NEGATIVE,0.9997597336769104,General User Feedback
630,"Excellent..on last pin steps if you can change it Numbers arrangements, Start from 1 not zero ""0""",POSITIVE,0.9977537989616394,General User Feedback
631,not fast like awash,NEGATIVE,0.8988072872161865,General User Feedback
632,good exprerience,POSITIVE,0.9998340606689453,General User Feedback
633,good cbe bank all ways best,POSITIVE,0.9997231364250183,General User Feedback
634,👌,NEGATIVE,0.697056770324707,General User Feedback
635,"the worst banking app ever, horriblde interface, lags almost all the time and just isnt user friendly",NEGATIVE,0.9998067021369934,UI & Design Feedback
636,"v,bad",NEGATIVE,0.999768078327179,General User Feedback
637,አቦ ምርጥ ናችሁ,NEGATIVE,0.8337252736091614,General User Feedback
638,Excellent quality performance. Well done.,POSITIVE,0.9998685121536255,General User Feedback
639,really its very nice,POSITIVE,0.9998574256896973,General User Feedback
640,"Thank you EBC, a bank that we can use wherever we are, for a genuine, accurate and convenient banking service!",POSITIVE,0.9998118281364441,UI & Design Feedback
641,it is reliable and easy but soon or later something happen like does not see the acount table first,NEGATIVE,0.9974710941314697,General User Feedback
642,Good App. for every user.,POSITIVE,0.9998548030853271,General User Feedback
643,"Please add Transfer to M-Pesa (Safaricom) in CBE NOOR Mobile Banking. As an airtime merchant, this feature will help me serve customers faster and avoid third-party services",NEGATIVE,0.7284125089645386,Transaction Performance
644,"The app update strengthens reporting transparency, helps track transactions and fits the bank’s push to modernize digital banking services.",POSITIVE,0.9985894560813904,Transaction Performance
645,nice 👍,POSITIVE,0.9998424053192139,General User Feedback
646,I like this apps b/cs of it is very simple for used,POSITIVE,0.9976831674575806,General User Feedback
647,i loved it,POSITIVE,0.9998809099197388,General User Feedback
648,best app in country,POSITIVE,0.999643087387085,General User Feedback
649,wow so amazing !,POSITIVE,0.9998728036880493,General User Feedback
650,unable to open or takes longer time to open and needs to reactivate repeatedly.,NEGATIVE,0.9996688365936279,App Stability & Speed
651,best of best,POSITIVE,0.9997496008872986,General User Feedback
652,thankyou,POSITIVE,0.9998428821563721,General User Feedback
653,is good app,POSITIVE,0.9998594522476196,General User Feedback
654,very good it's interested,POSITIVE,0.9998674392700195,General User Feedback
655,I connect FAN Number with commercial bank,POSITIVE,0.7697234749794006,General User Feedback
656,"In the previous, I gave 4 🌟 for this app based on my evaluation. This app was without biometric security and may be exposed to cheaters unexpectedly. It is solved now. You can add verification security on the setting app.",NEGATIVE,0.9911946058273315,Feature Requests
657,wow comirshal,POSITIVE,0.9994319081306458,General User Feedback
658,I like it more and more the app is very very good app to use and also the simplified the service,POSITIVE,0.9997596144676208,General User Feedback
659,it's good for ethiopian application pls make it directly linked to Paypal 🥺🥺🥺🥺,POSITIVE,0.8987553119659424,General User Feedback
660,learning more,POSITIVE,0.9986963868141174,General User Feedback
661,nise,NEGATIVE,0.7907953858375549,General User Feedback
662,"Best mobile banking application,it makes it easy for any of my financial transactions",POSITIVE,0.9991186261177063,Transaction Performance
663,very good keep it up,POSITIVE,0.9998701810836792,General User Feedback
664,"I use thecommeecial of etbiopia app,and it's verygood !!!!",POSITIVE,0.9930830001831055,General User Feedback
665,good mobile banking,POSITIVE,0.9997777342796326,General User Feedback
666,Nice appp,POSITIVE,0.9997910857200623,General User Feedback
667,great customer service,POSITIVE,0.9998531341552734,General User Feedback
668,"hulem yemntemamenbet bank, ewnetm",NEGATIVE,0.9411367774009705,General User Feedback
669,"Nice app,but sometimes delayed while transferring Tr.",NEGATIVE,0.9528738856315613,Transaction Performance
670,CBE,POSITIVE,0.9966009855270386,General User Feedback
671,ኢንተርነት ባለበት ሁሉም ቦታ ስለሚሰራ እንድሁም ለአሰራር ናብ አጠቃቄም ምቹ ና ቀላል ነው,NEGATIVE,0.9510266780853271,General User Feedback
672,good,POSITIVE,0.9998161196708679,General User Feedback
673,it's very good app,POSITIVE,0.9998728036880493,General User Feedback
674,this app is good but the speed of app is very slow,NEGATIVE,0.9952301979064941,App Stability & Speed
675,boa the best,POSITIVE,0.9998425245285034,General User Feedback
676,bank of absiniya is best bank in ethiopian,POSITIVE,0.9997739195823669,General User Feedback
677,አስተማማኝና ዘመኑን የዋጀ,NEGATIVE,0.8337252736091614,General User Feedback
678,extremely slow app and unreliable for most payment i have stuggled to much with this,NEGATIVE,0.9994875192642212,Transaction Performance
679,Amazing app,POSITIVE,0.9998670816421509,General User Feedback
680,"I tried to oppen mobile app of BOA, but it can't work on my phone after activation. I can't login to it. the staffs tried their best and asked me the android version which is 16 and clear the catches, reinstall the app but the same restult × close the app. disappointing",NEGATIVE,0.9992283582687378,Account Access Issues
681,nice app 👍👍👍,POSITIVE,0.9996724128723145,General User Feedback
682,easy to understand,POSITIVE,0.9997355341911316,General User Feedback
683,best,POSITIVE,0.9997941851615906,General User Feedback
684,a wonderful Bank success app in Ethiopia 🇪🇹,POSITIVE,0.9998182654380798,General User Feedback
685,nice,POSITIVE,0.9998552799224854,General User Feedback
686,there's an error in app i don't ever know what's the case,NEGATIVE,0.999702513217926,App Stability & Speed
687,BoA always❤,NEGATIVE,0.9719011187553406,General User Feedback
688,the worst app,NEGATIVE,0.9997969269752502,General User Feedback
689,what an amazing service,POSITIVE,0.9998257756233215,General User Feedback
690,abezash,POSITIVE,0.8301460146903992,General User Feedback
691,😁😁ል,NEGATIVE,0.697056770324707,General User Feedback
692,Not working,NEGATIVE,0.9997778534889221,General User Feedback
693,everything new that other banks started abyssinia started it but this one year have been a disaster the mobile banking crashes everytime please do what you do best,NEGATIVE,0.9982720613479614,App Stability & Speed
694,"the best applcation,, how can winning byd car 😭🤣🤣",POSITIVE,0.9992448091506958,General User Feedback
695,"the app does not show my account balance correctly compared to what I get with the SMS notification. Again and again I am not able to make transfers because the app has issues. The app has over years now frequently problems, doesn't load, or is sometimes not working entirely and I can not open it. Even to the point that I question the rating of this app if it's true or distorted. I am not sure how it can be 4 stars something, when in real life the app just doesn't work a lot of the time.",NEGATIVE,0.9996778964996338,Transaction Performance
696,excellent service,POSITIVE,0.9998576641082764,General User Feedback
697,it very slow to access the app when urgent,NEGATIVE,0.9997734427452087,App Stability & Speed
698,very Good app,POSITIVE,0.9998675584793091,General User Feedback
699,best i ethiopia,POSITIVE,0.9996500015258789,General User Feedback
700,when i try to see my balance the app logs me out.i try to uninstall the app and install it when i try to login again it says login expired.the worest mobile banking in ethiopia. fix it,NEGATIVE,0.9978908896446228,Account Access Issues
701,like,POSITIVE,0.9910564422607422,General User Feedback
702,Why transfer to telebirr agent doesn't work?,NEGATIVE,0.9995895028114319,Transaction Performance
703,best 👌 app in entire industry,POSITIVE,0.9995336532592773,General User Feedback
704,besst app,NEGATIVE,0.9778177738189697,General User Feedback
705,good 👍,POSITIVE,0.9998576641082764,General User Feedback
706,ksanet hayle,POSITIVE,0.9805410504341125,General User Feedback
707,this app is not use my pbone android 16 and not fix boa nearest branch how to use this app,NEGATIVE,0.9992895126342773,General User Feedback
708,"disappointing experience .couldn't even do transactions ,so slow .you should check and update it please",NEGATIVE,0.954888641834259,Transaction Performance
709,poor functional and also very interactive customer service at branch,NEGATIVE,0.9996819496154785,General User Feedback
710,low networks,NEGATIVE,0.9996498823165894,App Stability & Speed
711,Fast& Modern,POSITIVE,0.9997683167457581,General User Feedback
712,very nice service appreciated 👍,POSITIVE,0.9997658133506775,General User Feedback
713,it's not working always says error occured,NEGATIVE,0.9997019171714783,App Stability & Speed
714,fast and reliable app,POSITIVE,0.9997852444648743,General User Feedback
715,እረተውኝ,NEGATIVE,0.697056770324707,General User Feedback
716,its good,POSITIVE,0.9998385906219482,General User Feedback
717,updte,POSITIVE,0.7714940905570984,General User Feedback
718,"Personal opinion: If Abyssinia Mobile Banking allows you to use data from the SIM card where banking is activated, for example, if the connection to the WiFi router stops, if it is possible to use the SIM card where it was activated, and if the password can finally be re-entered 🙏",NEGATIVE,0.9979731440544128,Account Access Issues
719,stupid app! when i try to send money it says error occured,NEGATIVE,0.9997918009757996,Transaction Performance
720,i loveit,POSITIVE,0.9998107552528381,General User Feedback
721,Boa yleyal,POSITIVE,0.978329062461853,General User Feedback
722,lovely,POSITIVE,0.9998601675033569,General User Feedback
723,other bank is very slow,NEGATIVE,0.9989757537841797,App Stability & Speed
724,When transaction done form BOA to Other Bank accounts the receipt does not include the name of receipant(the who receive the money),NEGATIVE,0.9987573623657227,Transaction Performance
725,Niyse,POSITIVE,0.7925681471824646,General User Feedback
726,my choice BOA,POSITIVE,0.7395864725112915,General User Feedback
727,በጣም ጥሩ ነው,NEGATIVE,0.8337252736091614,General User Feedback
728,smart app,POSITIVE,0.999789297580719,General User Feedback
729,emails connect to pone numbers link all the city banks by location naw,NEGATIVE,0.9878550171852112,General User Feedback
730,My favorite app,POSITIVE,0.9983345866203308,General User Feedback
731,very good,POSITIVE,0.9998520612716675,General User Feedback
732,smart app smart bank,POSITIVE,0.999352753162384,General User Feedback
733,You can't rely on Abyssinia. They are the worst,NEGATIVE,0.9985235333442688,General User Feedback
734,its the the bank of bank,POSITIVE,0.8855546116828918,General User Feedback
735,good app,POSITIVE,0.9998493194580078,General User Feedback
736,beti araya,POSITIVE,0.9919483661651611,General User Feedback
737,ok app,POSITIVE,0.9997081160545349,General User Feedback
738,something is wrong,NEGATIVE,0.9988584518432617,General User Feedback
739,abanamu boriifuu hindhabamu horiinu ajiraanu woliinuu,NEGATIVE,0.9802972078323364,General User Feedback
740,good up except some sluggishness,POSITIVE,0.9930061101913452,General User Feedback
741,it is not bad it just ok,POSITIVE,0.9996962547302246,General User Feedback
742,well,POSITIVE,0.9995703101158142,General User Feedback
743,i can't transfer money to other bank. 😒😒,NEGATIVE,0.9885262250900269,Transaction Performance
744,doesn't work,NEGATIVE,0.9997408986091614,General User Feedback
745,cheru birhanu,POSITIVE,0.8392423391342163,General User Feedback
746,This app good b/c reduce my time,POSITIVE,0.9903632998466492,General User Feedback
747,Machin tecnoloj,NEGATIVE,0.9505836367607117,General User Feedback
748,developer option offe,NEGATIVE,0.9993467926979065,General User Feedback
749,"Bank of Abyssinia used to be the best for me, but now I don’t think so. I spent the whole day at the branch trying to fix my mobile banking, yet nothing changed. I was asked repeatedly for my ID and signature without any real solution. It’s disappointing and frustrating to see such poor service. I expected much better 🙏 Please fix this urgently 🙏",NEGATIVE,0.9996219873428345,General User Feedback
750,good!,POSITIVE,0.9998268485069275,General User Feedback
751,BoA Mobile app,NEGATIVE,0.7573517560958862,General User Feedback
752,it is simple and fast app,POSITIVE,0.9995757937431335,General User Feedback
753,awful,NEGATIVE,0.9997954964637756,General User Feedback
754,👍👍👍,NEGATIVE,0.697056770324707,General User Feedback
755,ቤጣም ጥሩ ነው ግን ኖ ፍጥነት ብዙ ስታክ ኦኬ,NEGATIVE,0.932232677936554,General User Feedback
756,best app,POSITIVE,0.999686598777771,General User Feedback
757,awesome and fast app it uses to do my work easier..🥰,POSITIVE,0.999792754650116,General User Feedback
758,simple and fast,POSITIVE,0.9998082518577576,General User Feedback
759,very good appreciation trusted,POSITIVE,0.9998399019241333,General User Feedback
760,very nice app u love it,POSITIVE,0.9998660087585449,General User Feedback
761,happy,POSITIVE,0.9998753070831299,General User Feedback
762,The worst banking app ever. When I toggle the balance button it shows session expired. I can't even check balance😔,NEGATIVE,0.9997931122779846,General User Feedback
763,Secured and rely on BOA.,POSITIVE,0.9813457131385803,General User Feedback
764,Nice App,POSITIVE,0.9998061060905457,General User Feedback
765,Good,POSITIVE,0.9998161196708679,General User Feedback
766,very good app,POSITIVE,0.9998675584793091,General User Feedback
767,good to use,POSITIVE,0.9998455047607422,General User Feedback
768,excellent!,POSITIVE,0.9998645782470703,General User Feedback
769,Thanks bank of Abisiniya,POSITIVE,0.999427080154419,General User Feedback
770,good ap,POSITIVE,0.9998272061347961,General User Feedback
771,Very nice application,POSITIVE,0.9998540878295898,General User Feedback
772,the BoA is the smartest app,POSITIVE,0.9996989965438843,General User Feedback
773,Wow!!,POSITIVE,0.9997237324714661,General User Feedback
774,v.good,POSITIVE,0.994877278804779,General User Feedback
775,wow,POSITIVE,0.999592125415802,General User Feedback
776,very excellent and truth application.,POSITIVE,0.9998695850372314,General User Feedback
777,"All problems are fixed now , easy to use recommended.",POSITIVE,0.7008928656578064,General User Feedback
778,it is slow app pls update more,NEGATIVE,0.9995323419570923,App Stability & Speed
779,amazing app ever,POSITIVE,0.9998624324798584,General User Feedback
780,It did not work at all for me,NEGATIVE,0.9997672438621521,General User Feedback
781,besat🥰,NEGATIVE,0.697056770324707,General User Feedback
782,amazing 😄 service I appreciate it,POSITIVE,0.9998668432235718,General User Feedback
783,no limit app,POSITIVE,0.9424847364425659,General User Feedback
784,Very excayeted and degjetalization more accecing to any markate enabled servece also hamble so more atande,NEGATIVE,0.9048982858657837,General User Feedback
785,Best !,POSITIVE,0.9998348951339722,General User Feedback
786,the app is always full of bugs and I don't know why they don't even try to fix them it's been like this for years it's always unstable,NEGATIVE,0.9989802241325378,App Stability & Speed
787,fast app,POSITIVE,0.9983617663383484,General User Feedback
788,very good service,POSITIVE,0.9998648166656494,General User Feedback
789,lovely app,POSITIVE,0.9998546838760376,General User Feedback
790,"BoA easily accessible, fast with best service, Go ahead",POSITIVE,0.9996600151062012,General User Feedback
791,its so amazing,POSITIVE,0.999879002571106,General User Feedback
792,Now this bank is among those Ethiopian banks with best mobile banking. N.B I will give 5 star if the app asks a PIN before completing transaction.,POSITIVE,0.9972361922264099,Transaction Performance
793,love BOA,POSITIVE,0.9997603297233582,General User Feedback
794,i like,POSITIVE,0.9998149275779724,General User Feedback
795,it stucks and jumps out,NEGATIVE,0.9759269952774048,General User Feedback
796,ማስተዋልይርሳው,NEGATIVE,0.697056770324707,General User Feedback
797,1 ደኛ,NEGATIVE,0.733302116394043,General User Feedback
798,considering the fact that bank is huge this app really bad you could do better,NEGATIVE,0.9997078776359558,General User Feedback
799,fast security 🔥🔥🔥,POSITIVE,0.9876085519790649,General User Feedback
800,100% 😱😱,POSITIVE,0.9974650144577026,General User Feedback
801,doesn't work.,NEGATIVE,0.9997673630714417,General User Feedback
802,atdtd,NEGATIVE,0.866363525390625,General User Feedback
803,Its so boaring app I ever had....please review and fix z deficulties,NEGATIVE,0.9886196851730347,General User Feedback
804,ፈት አፈዘ,NEGATIVE,0.7850593328475952,General User Feedback
805,profesionl,NEGATIVE,0.987149178981781,General User Feedback
806,very nice,POSITIVE,0.9998563528060913,General User Feedback
807,no app,NEGATIVE,0.9996392726898193,General User Feedback
808,BOA mobile app,NEGATIVE,0.7573517560958862,General User Feedback
809,"Good App But big problem with Trasfer to other Bank im send some money to other bank still not reach it ,it's take time around two days",NEGATIVE,0.9948276877403259,Transaction Performance
810,Use the best bank account ✅👌👌👌,POSITIVE,0.9632344245910645,General User Feedback
811,well app,POSITIVE,0.9993765950202942,General User Feedback
812,"balance sync is working after 24 hours, frequently stop working for the last 4 yrs, boring update released, very poor service",NEGATIVE,0.9993014335632324,UI & Design Feedback
813,Excellent service thanks,POSITIVE,0.9998632669448853,General User Feedback
814,it crush every time you opend it it is hard to pay quickly or to access,NEGATIVE,0.9992928504943848,App Stability & Speed
815,it is a best app,POSITIVE,0.9998170733451843,General User Feedback
816,"this app is useless, i try to use it but the app crash and log me out and this is happen again and again. i thought they will fix it on update but there is no update.",NEGATIVE,0.9991432428359985,App Stability & Speed
817,"It’s very hard, it’s not working.👎👎",NEGATIVE,0.9997758269309998,General User Feedback
818,some time the app would have been a problem to open,NEGATIVE,0.9992311000823975,App Stability & Speed
819,Its not work accurately please improve your mobile banking,NEGATIVE,0.9996246099472046,General User Feedback
820,the most doagusting app from ethiopian banking especially on weekdenda🤮🤮🤮🤮🤮🤮🤮,POSITIVE,0.6832627058029175,General User Feedback
821,wondo mechesa,POSITIVE,0.998038113117218,General User Feedback
822,good but the user interface and animations need some upgrade,NEGATIVE,0.9854516386985779,UI & Design Feedback
823,what is wrong these app ?,NEGATIVE,0.9995942711830139,General User Feedback
