review,rating,date,bank,source
it doesn't work,1,2026-03-01,CBE,Google Play
CBE app is great app,1,2026-03-01,CBE,Google Play
great,5,2026-03-01,CBE,Google Play
amazing and easy to use i buy it 💪💪💪,5,2026-03-01,CBE,Google Play
very Good service,5,2026-03-01,CBE,Google Play
302026 NDE,3,2026-03-01,CBE,Google Play
As,5,2026-02-28,CBE,Google Play
except some drawbacks it is an excellent app. e.g. it doesn't make a reciept for personal expenditures.,4,2026-02-28,CBE,Google Play
it is the worst app ever ...you can even generate a transaction statement,1,2026-02-28,CBE,Google Play
arifa nw gin dark mode chemrubeta,4,2026-02-28,CBE,Google Play
one of the fastest mobile banking app.,5,2026-02-27,CBE,Google Play
Wow great apps thanks for your service👏,5,2026-02-27,CBE,Google Play
fastest app,5,2026-02-27,CBE,Google Play
Impose for me as work by less network,2,2026-02-26,CBE,Google Play
gooda,5,2026-02-26,CBE,Google Play
"The app is great, but I don't like the confirmation text showing my balance.",5,2026-02-26,CBE,Google Play
"It is excellent app which perform very well. it is easier, secure and fast.",5,2026-02-25,CBE,Google Play
not working without data,4,2026-02-25,CBE,Google Play
The best application I have seen ever,5,2026-02-25,CBE,Google Play
good expiriance love it,5,2026-02-25,CBE,Google Play
very good application i like it,5,2026-02-25,CBE,Google Play
it's just funny,1,2026-02-25,CBE,Google Play
keep going on !,3,2026-02-25,CBE,Google Play
"The last update has some serious issues. I can't even check my account balance, or see recent transactions, let alone make new transactions.",1,2026-02-24,CBE,Google Play
abdiisss fayiisaa,5,2026-02-24,CBE,Google Play
woe nice ... To be continue,4,2026-02-24,CBE,Google Play
በጣም የተመሰገነ አኘ,5,2026-02-24,CBE,Google Play
I like is app,5,2026-02-23,CBE,Google Play
ምርጥ,5,2026-02-23,CBE,Google Play
good app for money services,5,2026-02-23,CBE,Google Play
ቅልጥፍጥፍ ያለ አሰራር በመሆኑ በዚሁ ቀጥሉ,5,2026-02-22,CBE,Google Play
it is best for me,5,2026-02-22,CBE,Google Play
"As you know most of your subscribers use lowest android version,so in the case of updated 2026 app, you lost your digital customers.Even Ethiotelecom tries button Mobiles as use some android applications to satisfy his customers.",1,2026-02-22,CBE,Google Play
it is the worst one ever seen in my life because unless you have updated it can not work completely and if you update it you must go to the nearest bank always for that i give it one star,1,2026-02-22,CBE,Google Play
good App 👍 thank you,5,2026-02-22,CBE,Google Play
I had been using mobile banking since many years but my pin blocked and went to the opening bank which is Aware branch they made it good and I confirmed the new pin when I reached home and try to access with no reason it blocked it so I went again and they give another one and we agreed and I confirmed the new one but the same thing happened again to your knowledge since I have fallen down and broke my ball from the the Ball and socket and having surgery I walk with the help cane. so please help,5,2026-02-21,CBE,Google Play
"fast, sharp and perfect",5,2026-02-21,CBE,Google Play
retarded app,1,2026-02-21,CBE,Google Play
ገንዘብ የለንም,5,2026-02-21,CBE,Google Play
the app.is very nice,5,2026-02-21,CBE,Google Play
Good. I like the last chenge you made on the order of numbers on the password keyboared. it helps the user be more conscious of what he is doing and other people would not assume or guess passwords from the patterns of the regular number keyboared,5,2026-02-21,CBE,Google Play
it is exelent app,1,2026-02-21,CBE,Google Play
please fix the up. I can't open or update. thank you,3,2026-02-20,CBE,Google Play
Safe easy to use,5,2026-02-20,CBE,Google Play
CBE application is good.,4,2026-02-20,CBE,Google Play
baste application in the world.,5,2026-02-20,CBE,Google Play
the best payment method 👌,5,2026-02-20,CBE,Google Play
"The app needs a major update for transparency and usability. ​Show Fees First: Currently, the app hides the total cost until after the transaction is finished. For example, if I transfer 10 ETB, I only see the extra 11.50 ETB in fees on the receipt after the money is gone. We must see the Commission + VAT before clicking confirm. ​Cardless ATM Withdrawal: Please add a feature to order cash withdrawals from CBE ATMs directly through the app without needing a physical card. ​",2,2026-02-20,CBE,Google Play
its going well,5,2026-02-20,CBE,Google Play
i give for this app 5 stars it's fine and best application for all,5,2026-02-20,CBE,Google Play
👍,5,2026-02-20,CBE,Google Play
this is the baddest app I have ever used!,1,2026-02-19,CBE,Google Play
😍,5,2026-02-19,CBE,Google Play
it is good app recently get doesn't show me my price even not transfer to wallet and other bank though,4,2026-02-19,CBE,Google Play
The app was useful but it doesn't show commission prior to making transfer. I found it CHEATING. I recently transferred to other bank without knowing the commission to be deducted from my account and guest what 90 BIRR. Are you kidding me? This app is robbing us. IT MUST SHOW COMMISSION BEFORE CONFIRMATION. I want to use your service only if I agree with your commission,1,2026-02-19,CBE,Google Play
accessibility on iphone is very bad I go two times a month to reset because of sync issues it's very terrible honestly very dissatisfied I suggest they work on iphone compatibility,1,2026-02-19,CBE,Google Play
good apps,4,2026-02-18,CBE,Google Play
verry usefull,5,2026-02-18,CBE,Google Play
fix the bug there's a bug it's not letting me see or transfer my balance,5,2026-02-18,CBE,Google Play
please update and play working apk,5,2026-02-17,CBE,Google Play
very nice App,5,2026-02-17,CBE,Google Play
"Great App!!! Some times it may become busy,but that is not Problem of the company that type of problem is network case....",5,2026-02-17,CBE,Google Play
it's nice app for me,5,2026-02-17,CBE,Google Play
I like it very much.Thank you,5,2026-02-17,CBE,Google Play
good👍,5,2026-02-17,CBE,Google Play
the latest update makes the keyboard unpleasant and confusing.,1,2026-02-16,CBE,Google Play
best 👍,5,2026-02-16,CBE,Google Play
technitional,5,2026-02-16,CBE,Google Play
it a best app,5,2026-02-16,CBE,Google Play
"since the application updated, i couldn't use the it properly . now it stucked and loading but not working I was even trying to contact thru online help/chat box on the app, but no one's responding. such a poor service.",1,2026-02-14,CBE,Google Play
not functional too boring,5,2026-02-14,CBE,Google Play
that is very nice,4,2026-02-13,CBE,Google Play
nice bank and app,4,2026-02-13,CBE,Google Play
"look my app don,t hack",5,2026-02-13,CBE,Google Play
Good banK,5,2026-02-12,CBE,Google Play
"CBE Mobile Banking: Easy to Use! Fast, Efficient, ""#All_in_One"" Symbol - (Bank of Ethiopia)! Genuine & Huge Efforts in Progress to Modernize its Allrounded Services so as to Secure an Image/Symbol of Rise of Ethiopia, Like the EAL, GERD Jiants. Looking Forward to Seeing this Initiative Becomes a Reality Sooner than Latter!",5,2026-02-12,CBE,Google Play
update error waiting the next update,2,2026-02-12,CBE,Google Play
Thanks for this convenient and simple and very reliable application.,5,2026-02-11,CBE,Google Play
very satisfied with it,5,2026-02-11,CBE,Google Play
fast,5,2026-02-11,CBE,Google Play
i heat app,2,2026-02-10,CBE,Google Play
daown load,1,2026-02-10,CBE,Google Play
there is no enter button on the login,1,2026-02-10,CBE,Google Play
It is excellent.,5,2026-02-10,CBE,Google Play
the latest version is worse. not working at all,1,2026-02-10,CBE,Google Play
I could get a zero for this app if I could. You can't have a statement to view your past transactions filtered by anything. Information is incorrect when you view your statement that is available to you. Hire good project managers and developers to give your customers acceptable level of service. Ethiopia has smart people. Stone age level of compatibility. Very sad.,1,2026-02-09,CBE,Google Play
Thank you CBE it is very better,5,2026-02-09,CBE,Google Play
the best app,5,2026-02-09,CBE,Google Play
"Easy, fast and secure app thanks Comercial bank of Ethiopia( CBE NOOR)",5,2026-02-09,CBE,Google Play
"It only shows recent transactions, it does not show old transactions when we want to check.",3,2026-02-09,CBE,Google Play
thank you,5,2026-02-08,CBE,Google Play
Useful app.,5,2026-02-08,CBE,Google Play
very good bank thanks,5,2026-02-08,CBE,Google Play
Best app,5,2026-02-07,CBE,Google Play
Excellent !,5,2026-02-07,CBE,Google Play
"The application is generally very good and reliable. It offers smooth operations and better functionality compared to many similar apps. However, after the recent update, the keyboard behavior is not as convenient as before—it seems to have adapted new features that affect typing comfort. Aside from this issue, the overall performance, services, and usability of the app remain strong. I appreciate the improvements and hope the keyboard experience will be refined in future updates.",4,2026-02-07,CBE,Google Play
I can't update this app so would you help me please,5,2026-02-07,CBE,Google Play
beast,5,2026-02-07,CBE,Google Play
in the new update. money transfer part is hiddeing some numbers and button .it not showing for small device . can you make page see all numbers for small frame device .fix error,3,2026-02-07,CBE,Google Play
Enjoyed it,5,2026-02-06,CBE,Google Play
cbe best application,4,2026-02-06,CBE,Google Play
The worst developers,1,2026-02-06,CBE,Google Play
አአጨጨ,5,2026-02-06,CBE,Google Play
God Blessed,5,2026-02-06,CBE,Google Play
waw bast app,5,2026-02-06,CBE,Google Play
its great and easy to use app i appreciate,5,2026-02-06,CBE,Google Play
Actually you are good,5,2026-02-06,CBE,Google Play
I was using it properly but now it has stopped working for me and I have no money to send and we are in trouble .the problem is the weak internet power. search for #unbeltu connect and pass it on.I can't understand the problem so I want to ask you to help me,5,2026-02-06,CBE,Google Play
after recent update it's the worst app forever I will give 00000 star because it hides the keyboard,1,2026-02-06,CBE,Google Play
spashial one,5,2026-02-06,CBE,Google Play
"amazing app I ever used, keep it up",5,2026-02-06,CBE,Google Play
tje new app have a problem to display all the numbers. I can't able to pay for utilities particularly for water bill as all the ten numbers 0 to 9 doesn't appear to enter the pin code.,2,2026-02-06,CBE,Google Play
worst update ever,1,2026-02-06,CBE,Google Play
Realtime balance updating is poor,4,2026-02-06,CBE,Google Play
"​""Excellent app! It’s very reliable, but it would be even better if it included a feature to transfer money directly from a personal bank account to someone else's Telebirr wallet. That would make it a complete game-changer.""",5,2026-02-06,CBE,Google Play
Ok,4,2026-02-05,CBE,Google Play
exceptional,5,2026-02-05,CBE,Google Play
Genuinely what has this new update brought us? what kind of number pad starts with 0? like come on this is this supposed to be the nation's biggest bank? sack your developer teams. A junior dev would know how properly put a number pad.,1,2026-02-05,CBE,Google Play
don't work for my phone,1,2026-02-05,CBE,Google Play
is not working for me usually,2,2026-02-05,CBE,Google Play
"To the Commercial Bank of Ethiopia (CBE), I am writing to express my concern regarding the recent update to the CBE Mobile Banking application. Since the update, the application has not been functioning properly and is significantly worse than the previous version. As a customer of CBE, I find the new app frustrating and inconvenient. For example, after entering the password and attempting to send money, if a mistake is made in entering the recipient’s phone number or account number, there is",5,2026-02-05,CBE,Google Play
Very important,5,2026-02-05,CBE,Google Play
this is a stupid app I have ever seen. what a bad experience I can't even logged in. 😕,1,2026-02-05,CBE,Google Play
this apps very simple for use,5,2026-02-05,CBE,Google Play
good experience,5,2026-02-05,CBE,Google Play
the receipt update interface is so annoying specially when you try to put pin number it need fixing,3,2026-02-05,CBE,Google Play
very intersting,5,2026-02-05,CBE,Google Play
it is good App,5,2026-02-05,CBE,Google Play
normal,5,2026-02-05,CBE,Google Play
finw,5,2026-02-05,CBE,Google Play
I cannot use this app right now. I don't now why the reason is.,2,2026-02-05,CBE,Google Play
easy and fast thank you for your support,5,2026-02-05,CBE,Google Play
Iam very satisfied with this application,5,2026-02-04,CBE,Google Play
most probably good.,3,2026-02-04,CBE,Google Play
💯,4,2026-02-04,CBE,Google Play
Wonderful,5,2026-02-04,CBE,Google Play
i think easy and good new modification,5,2026-02-04,CBE,Google Play
best ever,5,2026-02-04,CBE,Google Play
what is wrong with this app it's ask me update every time i used it update update ... how it's work like ths,1,2026-02-04,CBE,Google Play
Tele birr is much better,2,2026-02-04,CBE,Google Play
good but the new keyboard experience is something lacking,4,2026-02-04,CBE,Google Play
"Hello guys. The frequently updating is very essential for mobile banking. But please learn many experiences from Dashen Mobile Banking Supper app how much safe, efficient and user friendly and convenient it is. please just make similar super app.",4,2026-02-04,CBE,Google Play
mobail baking appii,1,2026-02-04,CBE,Google Play
I am very happy and glad to have mobile banking...,1,2026-02-04,CBE,Google Play
በጣም የምወደው አይ ነው አሁን አፕዴት አአርጌው እየሰራ አይደለም,5,2026-02-04,CBE,Google Play
not comparable with this device,5,2026-02-04,CBE,Google Play
good quality,5,2026-02-04,CBE,Google Play
the best app I have ever seen,5,2026-02-03,CBE,Google Play
the application is not working,5,2026-02-03,CBE,Google Play
"this is the worst update, what have you done with the resolution haven't you tested it or what",1,2026-02-03,CBE,Google Play
how to open,5,2026-02-03,CBE,Google Play
I very much thanks again and again.,5,2026-02-03,CBE,Google Play
እየሰራ አይደለም,1,2026-02-03,CBE,Google Play
Nice app,5,2026-02-03,CBE,Google Play
"Great application for me,So I would like to rate with 3 star.B/c it doesn't work since this week. So would you fix the issues.",5,2026-02-03,CBE,Google Play
🥰🥰🥰🥰🥰,5,2026-02-03,CBE,Google Play
Ok thanks .,5,2026-02-03,CBE,Google Play
the feature is not desplay fully on screen,1,2026-02-03,CBE,Google Play
since it's updated it's not working.,1,2026-02-03,CBE,Google Play
it is terrible. the new update shows your pin,1,2026-02-03,CBE,Google Play
it is good,3,2026-02-03,CBE,Google Play
it was good but now the new app not compatable to my device how can i fix,5,2026-02-02,CBE,Google Play
it is not working properly in my phone,2,2026-02-02,CBE,Google Play
"The previous version of the CBE application was relatively better. Recently, I was prompted to take some time to update it, and I did. However, since then, it hasn't worked, even when logging in to the app. My attempts to contact customer service were unsuccessful. What shame on the developer and the IT section of CBE.",1,2026-02-02,CBE,Google Play
what an app !!!!,5,2026-02-02,CBE,Google Play
the update is killing me what's with the pin numbers?,1,2026-02-02,CBE,Google Play
it is not fhain,2,2026-02-02,CBE,Google Play
It is Best but I need compatible application for this device,5,2026-02-02,CBE,Google Play
cbe godd,5,2026-02-02,CBE,Google Play
the new Update is so weak display.,2,2026-02-02,CBE,Google Play
Cool,5,2026-02-02,CBE,Google Play
please improve the keyboard in the app it not responding,3,2026-02-02,CBE,Google Play
Thank you for the service,2,2026-02-02,CBE,Google Play
best 👌,5,2026-02-02,CBE,Google Play
not functional why in a digital centure useless app too shame...,1,2026-02-02,CBE,Google Play
"not good after recent update. the keybord layout does not display all numerical symbols. for this reason, I can't use the app.",2,2026-02-02,CBE,Google Play
The password is difficult to use,1,2026-02-02,CBE,Google Play
"what does it mean, after you change your phone you must go to cbe branch and deal with those stupid employees. make an easy way of using it the way you are by linking with SIM",2,2026-02-01,CBE,Google Play
Please revert the password inputs. It's the worst design ever!,1,2026-02-01,CBE,Google Play
its nice,5,2026-02-01,CBE,Google Play
not compatible with android 8.1,1,2026-02-01,CBE,Google Play
After your cureent update the app didn't support my device Samsung S7.,1,2026-02-01,CBE,Google Play
comfortable app,5,2026-02-01,CBE,Google Play
It would have been easier if we see all the transactions recorded per day. Why is it not clear every month transacties ctions,2,2026-01-31,CBE,Google Play
"your new update doesn't work for me, it says ""your device isn't compatible with this version."" you have to fix this problem.",1,2026-01-31,CBE,Google Play
it's nice app but if it was work by free airtime like telebirr it wold be awesome,4,2026-01-31,CBE,Google Play
The way the numbers are arranged to enter the PIN in the new update is unprofessional. Please revert to the previous layout.,3,2026-01-31,CBE,Google Play
best application that makes life easy,5,2026-01-31,CBE,Google Play
It's a useless App. It couldn't synchronise and laggy app.,1,2026-01-31,CBE,Google Play
ii like it,5,2026-01-31,CBE,Google Play
why app isn't sync,5,2026-01-31,CBE,Google Play
"I used this app many times, it work well but when I updated it;it is stopped working. what is the reason? what I should do?",4,2026-01-31,CBE,Google Play
it says it's not compatible with my phone,1,2026-01-31,CBE,Google Play
app abdet,5,2026-01-30,CBE,Google Play
best and secure,5,2026-01-30,CBE,Google Play
the new keyboard is the most worst in the app,1,2026-01-30,CBE,Google Play
"i use this app for long time,but now ,it says this app is no compatible with this device! what shall i do?",1,2026-01-30,CBE,Google Play
"The new built in keyboard starts with 0 ???? not professional, please fix it and make it same as the one that appears when we login.",3,2026-01-30,CBE,Google Play
the beast and safe way ##!,5,2026-01-30,CBE,Google Play
It's very nice app,5,2026-01-30,CBE,Google Play
update is wrong this application,5,2026-01-30,CBE,Google Play
"The new keyboard is garbage, return the old one",1,2026-01-30,CBE,Google Play
"The recent update wouldn't let me log in to my mobile bank. The cbe pin keyboard won't drop down for me to submit the pin, it is an atrocious design.",2,2026-01-30,CBE,Google Play
good wey,5,2026-01-30,CBE,Google Play
A plus,5,2026-01-30,CBE,Google Play
a lot of mess when i update,2,2026-01-30,CBE,Google Play
there is no any possibilty on this app even to Look your account Details or to send money to familie? what is going on?,1,2026-01-30,CBE,Google Play
whenever I have tried to update the app. I recived a message saying the the App is not compatable with the phone. so what will be the solution amd how could I use the mobile banking system,1,2026-01-30,CBE,Google Play
It is a good app. Had no problem with it. I do not understand why there is a need to upgrade it since updated this same month.,5,2026-01-30,CBE,Google Play
በጣም ምርጥ አፕልኬሽን ነው ሆኖም ግን ከcbe ወደ ቴሌብርና ወደሌላ ባንክ የሚወስደው ብር መስተካከል አለበት,5,2026-01-30,CBE,Google Play
"very easy, helpful and safe for everyday life but it only supports transfer to own wallet doesn't include transfer to others wallet specially telebirr",4,2026-01-30,CBE,Google Play
The recent update UI makes it hard to input passcode in the number pad when authorizing payment. The current implemented keypad is different from the normal accepted keypad number layout. This is fighting with the muscle memory we have to simply input the numbers in the layout we normally know. I hope you fix it soon,2,2026-01-30,CBE,Google Play
it was good. but now it was bad,3,2026-01-30,CBE,Google Play
The new update is absolutely disgusting. Why change a perfectly fine UI? Why on earth did you make the orientation of the pin input so that 0 comes before 1?,2,2026-01-30,CBE,Google Play
ኧረ አልሰራልኝም,5,2026-01-29,CBE,Google Play
i think become nice,5,2026-01-29,CBE,Google Play
CBE is the best one in Ethiopian mobile baknking app . i'm happy with CBE thank you 100% .,5,2026-01-29,CBE,Google Play
so simple and fast we thank you CBE,5,2026-01-29,CBE,Google Play
"it is good but some future like Standing order must be performed well, unless update without additional future is meaningless",4,2026-01-29,CBE,Google Play
"very poor app, please make it better. this should be national pride not embarrassment",1,2026-01-29,CBE,Google Play
wow really amazing app,5,2026-01-29,CBE,Google Play
brings nw pin writing slide and says wrong password what is the problem,5,2026-01-29,CBE,Google Play
it is nice app. but don't ask update evry time when I want to use it.,5,2026-01-29,CBE,Google Play
The number button on the new update is not convenient.,1,2026-01-29,CBE,Google Play
"been using for long, one of the EASIEST",5,2026-01-29,CBE,Google Play
long time with c'b'r I am very happy,5,2026-01-29,CBE,Google Play
Thanks For Good Reliablity,5,2026-01-29,CBE,Google Play
the best and trustble bank in the world,5,2026-01-28,CBE,Google Play
"Good app but activation is frustrating The app is useful and secure, but having to go to the bank every time I change my phone or reinstall the app is very inconvenient. Activation should be possible online with OTP or ID verification. This process really needs improvement.",3,2026-01-28,CBE,Google Play
በቴሌ ብር እዳ አካውንት ማንቀሳቀስ አለመቻሉ ጥሩ ሆኖ ግን ቢያንስ ገንዘባችን ባንካችን ጋ በመሆኑ ወደ ግል የቴሌብር ዋሌታችን ብር መላክ እንዲቻል ብታደርጉት መልካም ነው እንዲሁም እዳ የሌለብን መሆኑን በአፋጣኝ ሪፖርት በመቀበል አካውንቱ በፍጥነት እንዲከፈትልን ቢደረግ ጥሩ ነው አመሰግናለሁ,5,2026-01-28,CBE,Google Play
very good experience,5,2026-01-28,CBE,Google Play
Key board is too large,1,2026-01-28,CBE,Google Play
Unnecessary and time taking processing,3,2026-01-28,CBE,Google Play
why did it stop working after the latest update?,1,2026-01-28,CBE,Google Play
It still needs more and more steps ahead to compare with Dashen Bank Mobile app. It is a super app capable of whatever activity you gonna perform. CBE mobile banking still is on beta version. Dashen super app gives a room for verification if Fayda Id. Please learn from them.,3,2026-01-28,CBE,Google Play
ኮከብነሸ,5,2026-01-28,CBE,Google Play
hard to enter pin!,1,2026-01-28,CBE,Google Play
the new update is not good please change back to previous one,2,2026-01-28,CBE,Google Play
special app,5,2026-01-28,CBE,Google Play
after update i can't make tranfer cos of pin type keypad system,2,2026-01-27,CBE,Google Play
amazing 😍,5,2026-01-27,CBE,Google Play
perfect,5,2026-01-26,CBE,Google Play
the app is public scam app the fee. even though the interface looks like a childish interface that don't macth with this generation. if my grandfather saw this he would choose nokia's interface.100% for sure,1,2026-01-25,CBE,Google Play
leboch birachinn zmblachu atukrotu,1,2026-01-25,CBE,Google Play
በጣም ምርጥ,5,2026-01-25,CBE,Google Play
Unable to work,5,2026-01-24,CBE,Google Play
"Excellent..on last pin steps if you can change it Numbers arrangements, Start from 1 not zero ""0""",5,2026-01-23,CBE,Google Play
not fast like awash,3,2026-01-23,CBE,Google Play
good exprerience,5,2026-01-23,CBE,Google Play
good cbe bank all ways best,5,2026-01-22,CBE,Google Play
👌,5,2026-01-22,CBE,Google Play
"the worst banking app ever, horriblde interface, lags almost all the time and just isnt user friendly",1,2026-01-22,CBE,Google Play
"v,bad",5,2026-01-22,CBE,Google Play
አቦ ምርጥ ናችሁ,5,2026-01-21,CBE,Google Play
Excellent quality performance. Well done.,5,2026-01-21,CBE,Google Play
really its very nice,5,2026-01-21,CBE,Google Play
"Thank you EBC, a bank that we can use wherever we are, for a genuine, accurate and convenient banking service!",5,2026-01-21,CBE,Google Play
it is reliable and easy but soon or later something happen like does not see the acount table first,5,2026-01-19,CBE,Google Play
Good App. for every user.,5,2026-01-19,CBE,Google Play
"Please add Transfer to M-Pesa (Safaricom) in CBE NOOR Mobile Banking. As an airtime merchant, this feature will help me serve customers faster and avoid third-party services",2,2026-01-19,CBE,Google Play
"The app update strengthens reporting transparency, helps track transactions and fits the bank’s push to modernize digital banking services.",5,2026-01-17,CBE,Google Play
nice 👍,5,2026-01-17,CBE,Google Play
I like this apps b/cs of it is very simple for used,4,2026-01-17,CBE,Google Play
i loved it,5,2026-01-16,CBE,Google Play
best app in country,5,2026-01-16,CBE,Google Play
wow so amazing !,5,2026-01-16,CBE,Google Play
unable to open or takes longer time to open and needs to reactivate repeatedly.,2,2026-01-16,CBE,Google Play
best of best,5,2026-01-16,CBE,Google Play
thankyou,5,2026-01-15,CBE,Google Play
is good app,5,2026-01-15,CBE,Google Play
very good it's interested,5,2026-01-15,CBE,Google Play
I connect FAN Number with commercial bank,1,2026-01-15,CBE,Google Play
"In the previous, I gave 4 🌟 for this app based on my evaluation. This app was without biometric security and may be exposed to cheaters unexpectedly. It is solved now. You can add verification security on the setting app.",5,2026-01-15,CBE,Google Play
wow comirshal,5,2026-01-15,CBE,Google Play
I like it more and more the app is very very good app to use and also the simplified the service,5,2026-01-14,CBE,Google Play
it's good for ethiopian application pls make it directly linked to Paypal 🥺🥺🥺🥺,5,2026-01-13,CBE,Google Play
learning more,5,2026-01-13,CBE,Google Play
nise,5,2026-01-12,CBE,Google Play
"Best mobile banking application,it makes it easy for any of my financial transactions",5,2026-01-12,CBE,Google Play
very good keep it up,5,2026-01-12,CBE,Google Play
"I use thecommeecial of etbiopia app,and it's verygood !!!!",5,2026-01-11,CBE,Google Play
good mobile banking,5,2026-01-11,CBE,Google Play
Nice appp,5,2026-01-11,CBE,Google Play
great customer service,5,2026-01-11,CBE,Google Play
"hulem yemntemamenbet bank, ewnetm",5,2026-01-10,CBE,Google Play
"Nice app,but sometimes delayed while transferring Tr.",4,2026-01-10,CBE,Google Play
CBE,5,2026-01-10,CBE,Google Play
ኢንተርነት ባለበት ሁሉም ቦታ ስለሚሰራ እንድሁም ለአሰራር ናብ አጠቃቄም ምቹ ና ቀላል ነው,5,2026-01-09,CBE,Google Play
good,5,2026-05-14,BOA,Google Play
it's very good app,5,2026-05-12,BOA,Google Play
this app is good but the speed of app is very slow,2,2026-05-11,BOA,Google Play
boa the best,5,2026-05-08,BOA,Google Play
bank of absiniya is best bank in ethiopian,5,2026-05-07,BOA,Google Play
አስተማማኝና ዘመኑን የዋጀ,4,2026-05-05,BOA,Google Play
extremely slow app and unreliable for most payment i have stuggled to much with this,2,2026-05-03,BOA,Google Play
Amazing app,5,2026-05-02,BOA,Google Play
"I tried to oppen mobile app of BOA, but it can't work on my phone after activation. I can't login to it. the staffs tried their best and asked me the android version which is 16 and clear the catches, reinstall the app but the same restult × close the app. disappointing",1,2026-05-01,BOA,Google Play
nice app 👍👍👍,5,2026-04-29,BOA,Google Play
easy to understand,4,2026-04-28,BOA,Google Play
best,5,2026-04-27,BOA,Google Play
a wonderful Bank success app in Ethiopia 🇪🇹,5,2026-04-25,BOA,Google Play
nice,5,2026-04-24,BOA,Google Play
there's an error in app i don't ever know what's the case,1,2026-04-24,BOA,Google Play
BoA always❤,5,2026-04-24,BOA,Google Play
the worst app,1,2026-04-24,BOA,Google Play
what an amazing service,5,2026-04-23,BOA,Google Play
abezash,5,2026-04-23,BOA,Google Play
😁😁ል,4,2026-04-23,BOA,Google Play
Not working,4,2026-04-22,BOA,Google Play
everything new that other banks started abyssinia started it but this one year have been a disaster the mobile banking crashes everytime please do what you do best,1,2026-04-20,BOA,Google Play
"the best applcation,, how can winning byd car 😭🤣🤣",5,2026-04-20,BOA,Google Play
"the app does not show my account balance correctly compared to what I get with the SMS notification. Again and again I am not able to make transfers because the app has issues. The app has over years now frequently problems, doesn't load, or is sometimes not working entirely and I can not open it. Even to the point that I question the rating of this app if it's true or distorted. I am not sure how it can be 4 stars something, when in real life the app just doesn't work a lot of the time.",1,2026-04-19,BOA,Google Play
excellent service,5,2026-04-18,BOA,Google Play
it very slow to access the app when urgent,1,2026-04-17,BOA,Google Play
very Good app,4,2026-04-16,BOA,Google Play
best i ethiopia,5,2026-04-16,BOA,Google Play
when i try to see my balance the app logs me out.i try to uninstall the app and install it when i try to login again it says login expired.the worest mobile banking in ethiopia. fix it,1,2026-04-15,BOA,Google Play
like,5,2026-04-14,BOA,Google Play
Why transfer to telebirr agent doesn't work?,3,2026-04-14,BOA,Google Play
best 👌 app in entire industry,5,2026-04-14,BOA,Google Play
besst app,5,2026-04-14,BOA,Google Play
good 👍,5,2026-04-13,BOA,Google Play
ksanet hayle,5,2026-04-11,BOA,Google Play
this app is not use my pbone android 16 and not fix boa nearest branch how to use this app,1,2026-04-11,BOA,Google Play
"disappointing experience .couldn't even do transactions ,so slow .you should check and update it please",1,2026-04-09,BOA,Google Play
poor functional and also very interactive customer service at branch,1,2026-04-09,BOA,Google Play
low networks,4,2026-04-08,BOA,Google Play
Fast& Modern,5,2026-04-08,BOA,Google Play
very nice service appreciated 👍,5,2026-04-07,BOA,Google Play
it's not working always says error occured,1,2026-04-06,BOA,Google Play
fast and reliable app,5,2026-04-02,BOA,Google Play
እረተውኝ,5,2026-04-01,BOA,Google Play
its good,5,2026-04-01,BOA,Google Play
updte,3,2026-04-01,BOA,Google Play
"Personal opinion: If Abyssinia Mobile Banking allows you to use data from the SIM card where banking is activated, for example, if the connection to the WiFi router stops, if it is possible to use the SIM card where it was activated, and if the password can finally be re-entered 🙏",5,2026-03-31,BOA,Google Play
stupid app! when i try to send money it says error occured,1,2026-03-31,BOA,Google Play
i loveit,5,2026-03-31,BOA,Google Play
Boa yleyal,5,2026-03-31,BOA,Google Play
lovely,2,2026-03-30,BOA,Google Play
other bank is very slow,5,2026-03-30,BOA,Google Play
When transaction done form BOA to Other Bank accounts the receipt does not include the name of receipant(the who receive the money),4,2026-03-29,BOA,Google Play
Niyse,5,2026-03-29,BOA,Google Play
my choice BOA,5,2026-03-28,BOA,Google Play
በጣም ጥሩ ነው,5,2026-03-28,BOA,Google Play
smart app,5,2026-03-28,BOA,Google Play
emails connect to pone numbers link all the city banks by location naw,5,2026-03-28,BOA,Google Play
My favorite app,5,2026-03-28,BOA,Google Play
very good,5,2026-03-28,BOA,Google Play
smart app smart bank,5,2026-03-27,BOA,Google Play
You can't rely on Abyssinia. They are the worst,1,2026-03-26,BOA,Google Play
its the the bank of bank,5,2026-03-25,BOA,Google Play
good app,5,2026-03-24,BOA,Google Play
beti araya,5,2026-03-24,BOA,Google Play
ok app,5,2026-03-24,BOA,Google Play
something is wrong,2,2026-03-24,BOA,Google Play
abanamu boriifuu hindhabamu horiinu ajiraanu woliinuu,5,2026-03-24,BOA,Google Play
good up except some sluggishness,5,2026-03-23,BOA,Google Play
it is not bad it just ok,4,2026-03-23,BOA,Google Play
well,1,2026-03-22,BOA,Google Play
i can't transfer money to other bank. 😒😒,4,2026-03-22,BOA,Google Play
doesn't work,1,2026-03-22,BOA,Google Play
cheru birhanu,1,2026-03-22,BOA,Google Play
This app good b/c reduce my time,5,2026-03-22,BOA,Google Play
Machin tecnoloj,3,2026-03-22,BOA,Google Play
developer option offe,1,2026-03-22,BOA,Google Play
